Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em NOVEMBRO / 2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
17;60.498.557;BANCO MUFG BRASIL S.A.; 117 ; 133.746.686 ; 478 ; 108.369.830 ; 235 ; 162.751.037 ; 353 ; 127.033.879 ; 1.183 ; 531.901.432 ; 625 ; 2.098.492.597 ; 651 ; 2.126.069.528 ; 1.276 ; 4.224.562.125 ; 2.459 ; 4.756.463.557 ;;
18;09.274.232;STATE STREET BRASIL S.A. - BANCO COMERCIAL; -   ; -   ; -   ; -   ; 421 ; 1.439.869.563 ; 343 ; 1.863.733.465 ; 764 ; 3.303.603.028 ; 64 ; 920.896.170 ; 47 ; 516.901.028 ; 111 ; 1.437.797.198 ; 875 ; 4.741.400.226 ;;
19;07.679.404;BANCO TOPÁZIO S.A.; 141 ; 3.107.547 ; 1.017 ; 20.785.269 ; 30.819 ; 264.878.582 ; 76.563 ; 1.716.037.933 ; 108.540 ; 2.004.809.331 ; 986 ; 1.786.250.871 ; 3.434 ; 316.961.284 ; 4.420 ; 2.103.212.155 ; 112.960 ; 4.108.021.486 ;;
20;33.264.668;BANCO XP S.A.; 676 ; 101.592.370 ; 6.181 ; 400.815.716 ; 4.465 ; 278.777.742 ; 20.324 ; 547.343.094 ; 31.646 ; 1.328.528.922 ; 152 ; 1.601.526.447 ; 153 ; 1.053.080.953 ; 305 ; 2.654.607.400 ; 31.951 ; 3.983.136.322 ;;
21;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 100 ; 81.448.791 ; 6 ; 3.960.789 ; 82 ; 510.870.393 ; 186 ; 551.540.245 ; 374 ; 1.147.820.218 ; 67 ; 1.152.577.475 ; 87 ; 1.398.190.741 ; 154 ; 2.550.768.216 ; 528 ; 3.698.588.434 ;;
22;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 3 ; 11.457.995 ; 2 ; 25.000.927 ; 17 ; 236.462.823 ; 117 ; 293.904.987 ; 139 ; 566.826.732 ; 18 ; 1.416.500.000 ; 22 ; 1.506.000.000 ; 40 ; 2.922.500.000 ; 179 ; 3.489.326.732 ;;
23;19.307.785;BRAZA BANK S.A. BANCO DE CÂMBIO; 86 ; 4.058.645 ; 1.178 ; 113.173.332 ; 486 ; 39.174.330 ; 8.395 ; 92.469.175 ; 10.145 ; 248.875.482 ; 476 ; 1.632.341.850 ; 517 ; 1.470.246.859 ; 993 ; 3.102.588.709 ; 11.138 ; 3.351.464.191 ;;
24;53.518.684;BANCO HSBC S.A.; 60 ; 312.467.346 ; 161 ; 39.654.687 ; 183 ; 429.943.036 ; 243 ; 154.051.172 ; 647 ; 936.116.241 ; 114 ; 623.727.378 ; 129 ; 1.241.287.327 ; 243 ; 1.865.014.705 ; 890 ; 2.801.130.946 ;;
25;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 180 ; 124.329.193 ; 376 ; 91.399.316 ; 235 ; 827.215.222 ; 397 ; 341.661.485 ; 1.188 ; 1.384.605.216 ; 382 ; 444.898.745 ; 398 ; 859.613.390 ; 780 ; 1.304.512.135 ; 1.968 ; 2.689.117.351 ;;
26;78.632.767;BANCO OURINVEST S.A.; 399 ; 71.533.949 ; 3.257 ; 163.805.507 ; 32.849 ; 532.545.926 ; 52.835 ; 800.027.415 ; 89.340 ; 1.567.912.797 ; 1.102 ; 713.535.006 ; 10.936 ; 347.807.753 ; 12.038 ; 1.061.342.759 ; 101.378 ; 2.629.255.556 ;;
27;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 4 ; 166.061.872 ; 5 ; 1.621.295 ; 16 ; 14.494.858 ; 35 ; 9.530.269 ; 60 ; 191.708.294 ; 64 ; 1.117.103.575 ; 77 ; 1.271.787.298 ; 141 ; 2.388.890.873 ; 201 ; 2.580.599.167 ;;
28;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.; 557 ; 138.651.976 ; 2.050 ; 74.751.415 ; 4.512 ; 498.624.278 ; 5.778 ; 743.774.047 ; 12.897 ; 1.455.801.716 ; 1.403 ; 486.337.705 ; 4.253 ; 303.696.543 ; 5.656 ; 790.034.248 ; 18.553 ; 2.245.835.964 ;;
29;62.232.889;BANCO DAYCOVAL S.A.; 370 ; 53.620.450 ; 1.724 ; 166.211.111 ; 46.025 ; 387.979.116 ; 39.261 ; 312.150.189 ; 87.380 ; 919.960.866 ; 383 ; 574.342.329 ; 1.725 ; 615.226.571 ; 2.108 ; 1.189.568.900 ; 89.488 ; 2.109.529.766 ;;
30;71.027.866;BANCO BS2 S.A.; 420 ; 109.865.853 ; 1.843 ; 484.805.297 ; 6.195 ; 137.782.240 ; 7.588 ; 104.164.917 ; 16.046 ; 836.618.307 ; 102 ; 693.993.443 ; 68 ; 367.026.428 ; 170 ; 1.061.019.871 ; 16.216 ; 1.897.638.178 ;;
31;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 42 ; 37.523.003 ; 131 ; 11.590.423 ; 30 ; 646.414.894 ; 174 ; 717.789.249 ; 377 ; 1.413.317.569 ; 42 ; 102.989.867 ; 33 ; 64.728.137 ; 75 ; 167.718.004 ; 452 ; 1.581.035.573 ;;
32;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.; -   ; -   ; -   ; -   ; 101 ; 462.081.452 ; 134 ; 612.563.407 ; 235 ; 1.074.644.859 ; 18 ; 280.541.994 ; 14 ; 115.697.190 ; 32 ; 396.239.184 ; 267 ; 1.470.884.043 ;;
33;28.195.667;BANCO ABC BRASIL S.A.; 96 ; 55.399.570 ; 378 ; 78.677.608 ; 84 ; 145.530.980 ; 385 ; 137.492.734 ; 943 ; 417.100.892 ; 97 ; 608.353.450 ; 163 ; 437.113.103 ; 260 ; 1.045.466.553 ; 1.203 ; 1.462.567.445 ;;
34;58.160.789;BANCO SAFRA S.A.; 301 ; 185.068.819 ; 953 ; 88.759.804 ; 25.603 ; 236.637.043 ; 18.078 ; 205.161.125 ; 44.935 ; 715.626.791 ; 293 ; 230.524.011 ; 298 ; 327.850.081 ; 591 ; 558.374.092 ; 45.526 ; 1.274.000.883 ;;
35;36.588.217;WISE BRASIL CORRETORA DE CÂMBIO LTDA; 10.095 ; 2.596.896 ; 22 ; 5.850 ; 1.039.185 ; 362.712.547 ; 1.093.686 ; 430.851.642 ; 2.142.988 ; 796.166.935 ; 879 ; 217.806.212 ; 874 ; 152.259.627 ; 1.753 ; 370.065.839 ; 2.144.741 ; 1.166.232.774 ;;
36;68.900.810;BANCO RENDIMENTO S.A.; 24 ; 3.908.489 ; 286 ; 22.342.448 ; 105.867 ; 225.539.392 ; 3.701 ; 127.301.360 ; 109.878 ; 379.091.689 ; 1.259 ; 269.089.521 ; 5.516 ; 360.098.383 ; 6.775 ; 629.187.904 ; 116.653 ; 1.008.279.593 ;;
37;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION; -   ; -   ; -   ; -   ; 9 ; 27.148.235 ; 29 ; 473.188.912 ; 38 ; 500.337.147 ; 15 ; 472.900.000 ; 4 ; 26.517.919 ; 19 ; 499.417.919 ; 57 ; 999.755.066 ;;
38;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 152 ; 88.492.273 ; 549 ; 112.716.416 ; 242 ; 188.658.796 ; 398 ; 87.542.003 ; 1.341 ; 477.409.488 ; 56 ; 129.028.123 ; 55 ; 206.549.746 ; 111 ; 335.577.869 ; 1.452 ; 812.987.357 ;;
39;58.616.418;BANCO FIBRA S.A.; 94 ; 103.471.321 ; 555 ; 182.547.922 ; 28 ; 27.557.195 ; 156 ; 4.957.467 ; 833 ; 318.533.905 ; 70 ; 219.667.041 ; 61 ; 144.763.293 ; 131 ; 364.430.334 ; 964 ; 682.964.239 ;;
40;13.059.145;BEXS BANCO DE CÂMBIO S/A; 94 ; 120.331.018 ; 529 ; 43.942.378 ; 4.389 ; 61.631.953 ; 13.629 ; 145.145.154 ; 18.641 ; 371.050.503 ; 140 ; 121.261.317 ; 176 ; 128.180.604 ; 316 ; 249.441.921 ; 18.957 ; 620.492.424 ;;
41;10.690.848;BANCO DA CHINA BRASIL S.A.; 29 ; 40.774.138 ; 19 ; 19.037.234 ; 95 ; 187.039.080 ; 97 ; 10.631.697 ; 240 ; 257.482.149 ; 50 ; 74.575.644 ; 72 ; 272.564.440 ; 122 ; 347.140.084 ; 362 ; 604.622.233 ;;
42;33.042.953;CITIBANK N.A.; -   ; -   ; -   ; -   ; 2 ; 344.363 ; 4 ; 3.670.286 ; 6 ; 4.014.649 ; -   ; -   ; 2 ; 500.000.000 ; 2 ; 500.000.000 ; 8 ; 504.014.649 ;;
43;15.114.366;BANCO BOCOM BBM S.A.; 23 ; 31.552.808 ; 25 ; 28.047.012 ; 42 ; 83.766.121 ; 298 ; 62.659.925 ; 388 ; 206.025.866 ; 21 ; 129.756.497 ; 25 ; 143.928.224 ; 46 ; 273.684.721 ; 434 ; 479.710.587 ;;
44;00.997.185;BANCO B3 S.A.; -   ; -   ; -   ; -   ; 189 ; 147.763.619 ; 186 ; 219.153.269 ; 375 ; 366.916.888 ; 34 ; 85.864.294 ; 25 ; 14.368.600 ; 59 ; 100.232.894 ; 434 ; 467.149.782 ;;
45;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 32 ; 37.756.185 ; -   ; -   ; 36 ; 6.508.838 ; 3 ; 13.765 ; 71 ; 44.278.788 ; -   ; -   ; 16 ; 420.256.305 ; 16 ; 420.256.305 ; 87 ; 464.535.093 ;;
46;61.024.352;BANCO VOITER S.A.; 19 ; 20.631.557 ; 213 ; 141.102.219 ; 122 ; 23.907.339 ; 799 ; 40.637.834 ; 1.153 ; 226.278.949 ; 94 ; 169.726.412 ; 73 ; 28.694.171 ; 167 ; 198.420.583 ; 1.320 ; 424.699.532 ;;
47;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 468 ; 123.521.317 ; 528 ; 33.278.985 ; 304 ; 55.574.848 ; 471 ; 45.923.639 ; 1.771 ; 258.298.789 ; 14 ; 17.225.554 ; 44 ; 109.673.079 ; 58 ; 126.898.633 ; 1.829 ; 385.197.422 ;;
48;28.811.341;STONEX BANCO DE CÂMBIO S.A.; 87 ; 11.724.843 ; 92 ; 8.985.535 ; 4.373 ; 160.320.445 ; 198 ; 11.115.213 ; 4.750 ; 192.146.036 ; 71 ; 16.728.623 ; 179 ; 168.673.487 ; 250 ; 185.402.110 ; 5.000 ; 377.548.146 ;;
49;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 6 ; 77.658.782 ; 7 ; 1.278.462 ; 16 ; 86.568.113 ; 32 ; 39.222.557 ; 61 ; 204.727.914 ; 4 ; 3.728.360 ; 8 ; 127.209.683 ; 12 ; 130.938.043 ; 73 ; 335.665.957 ;;
50;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 204 ; 7.136.461 ; 2.437 ; 45.143.140 ; 1.840 ; 66.153.631 ; 3.541 ; 78.254.867 ; 8.022 ; 196.688.099 ; 481 ; 86.578.677 ; 159 ; 36.868.662 ; 640 ; 123.447.339 ; 8.662 ; 320.135.438 ;;
51;00.360.305;CAIXA ECONOMICA FEDERAL; 140 ; 45.897.706 ; 102 ; 2.647.056 ; 7.037 ; 38.648.438 ; 2.295 ; 46.416.446 ; 9.574 ; 133.609.646 ; 128 ; 55.473.847 ; 155 ; 106.594.913 ; 283 ; 162.068.760 ; 9.857 ; 295.678.406 ;;
52;33.923.798;BANCO MASTER S/A; 85 ; 33.423.741 ; 222 ; 40.853.376 ; 1.986 ; 56.378.983 ; 425 ; 52.966.110 ; 2.718 ; 183.622.210 ; 24 ; 47.987.671 ; 27 ; 52.205.786 ; 51 ; 100.193.457 ; 2.769 ; 283.815.667 ;;
53;62.144.175;BANCO PINE S.A.; 60 ; 61.919.724 ; 233 ; 25.484.723 ; 5 ; 387.142 ; 623 ; 65.406.821 ; 921 ; 153.198.410 ; 17 ; 69.971.259 ; 9 ; 35.759.774 ; 26 ; 105.731.033 ; 947 ; 258.929.443 ;;
54;71.677.850;FRENTE CORRETORA DE CÂMBIO S.A.; 1 ; 15.000 ; 70 ; 1.404.868 ; 702 ; 103.185.833 ; 6.554 ; 114.147.287 ; 7.327 ; 218.752.988 ; 601 ; 23.264.391 ; 79 ; 12.074.741 ; 680 ; 35.339.132 ; 8.007 ; 254.092.120 ;;
55;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 9.806 ; 16.836.998 ; 89.257 ; 123.622.424 ; 99.063 ; 140.459.422 ; 101 ; 107.025.000 ; -   ; -   ; 101 ; 107.025.000 ; 99.164 ; 247.484.422 ;;
56;07.656.500;BANCO KDB DO BRASIL S.A.; -   ; -   ; 2 ; 1.611.483 ; 135 ; 84.265.320 ; 280 ; 26.452.419 ; 417 ; 112.329.222 ; 19 ; 25.849.136 ; 44 ; 81.510.000 ; 63 ; 107.359.136 ; 480 ; 219.688.358 ;;
57;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 773 ; 32.110.163 ; 1.194 ; 44.140.883 ; 811 ; 23.556.219 ; 465 ; 33.771.739 ; 3.243 ; 133.579.004 ; 19 ; 54.998.462 ; 8 ; 30.986.316 ; 27 ; 85.984.778 ; 3.270 ; 219.563.782 ;;
58;00.416.968;BANCO INTER S.A.; 68 ; 3.216.519 ; 282 ; 695.431 ; 55.635 ; 79.049.274 ; 181.785 ; 95.399.635 ; 237.770 ; 178.360.859 ; 8 ; 20.516.084 ; 8 ; 13.348.578 ; 16 ; 33.864.662 ; 237.786 ; 212.225.521 ;;
59;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 6 ; 46.777.221 ; 3 ; 545.457 ; 2 ; 30.503 ; 13 ; 678.749 ; 24 ; 48.031.930 ; 9 ; 59.563.800 ; 14 ; 104.359.907 ; 23 ; 163.923.707 ; 47 ; 211.955.637 ;;
60;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; -   ; -   ; 23 ; 60.909.414 ; 6 ; 332.396 ; 26 ; 3.232.558 ; 55 ; 64.474.368 ; 16 ; 101.631.649 ; 4 ; 37.125.000 ; 20 ; 138.756.649 ; 75 ; 203.231.017 ;;
61;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 31 ; 1.348.492 ; 166 ; 5.855.643 ; 177 ; 63.788.477 ; 477 ; 81.007.907 ; 851 ; 152.000.519 ; 153 ; 33.361.331 ; 62 ; 11.651.366 ; 215 ; 45.012.697 ; 1.066 ; 197.013.216 ;;
62;45.246.410;BANCO GENIAL S.A.; 6 ; 192.383 ; 25 ; 3.314.397 ; 297 ; 66.319.251 ; 479 ; 75.480.006 ; 807 ; 145.306.037 ; 18 ; 31.730.374 ; 3 ; 19.500.000 ; 21 ; 51.230.374 ; 828 ; 196.536.411 ;;
63;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 32 ; 26.123.163 ; 19 ; 1.966.794 ; 11 ; 64.434.585 ; 49 ; 4.887.507 ; 111 ; 97.412.049 ; 12 ; 7.390.061 ; 24 ; 90.874.730 ; 36 ; 98.264.791 ; 147 ; 195.676.840 ;;
64;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 122 ; 2.777.467 ; 1.116 ; 30.158.961 ; 1.388 ; 11.113.904 ; 2.619 ; 20.639.790 ; 5.245 ; 64.690.122 ; 641 ; 70.359.043 ; 132 ; 33.280.679 ; 773 ; 103.639.722 ; 6.018 ; 168.329.844 ;;
65;03.609.817;BANCO CARGILL S.A.; 7 ; 30.976.810 ; -   ; -   ; 11 ; 12.821.244 ; 51 ; 20.678.559 ; 69 ; 64.476.613 ; 1 ; 50.000.000 ; 1 ; 30.000.000 ; 2 ; 80.000.000 ; 71 ; 144.476.613 ;;
66;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 681 ; 288.108 ; 26.038 ; 7.723.958 ; 141.025 ; 49.656.141 ; 210.642 ; 57.730.733 ; 378.386 ; 115.398.940 ; 77 ; 21.273.849 ; 112 ; 5.423.299 ; 189 ; 26.697.148 ; 378.575 ; 142.096.088 ;;
67;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 178 ; 5.283.907 ; 792 ; 22.416.762 ; 10.252 ; 20.441.213 ; 28.589 ; 35.404.563 ; 39.811 ; 83.546.445 ; 1.014 ; 44.819.614 ; 80 ; 12.376.988 ; 1.094 ; 57.196.602 ; 40.905 ; 140.743.047 ;;
68;12.392.983;MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.; 13 ; 282.907 ; 700 ; 60.939.831 ; 51 ; 716.238 ; 144 ; 4.031.833 ; 908 ; 65.970.809 ; 854 ; 67.338.803 ; 100 ; 3.366.285 ; 954 ; 70.705.088 ; 1.862 ; 136.675.897 ;;
69;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 143 ; 3.822.843 ; 1.534 ; 47.590.848 ; 323 ; 7.780.160 ; 899 ; 10.918.558 ; 2.899 ; 70.112.409 ; 405 ; 48.870.115 ; 16 ; 1.937.769 ; 421 ; 50.807.884 ; 3.320 ; 120.920.293 ;;
70;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 18 ; 438.167 ; 205 ; 3.388.906 ; 6.167 ; 3.926.828 ; 8.128 ; 23.110.849 ; 14.518 ; 30.864.750 ; 1.915 ; 55.065.251 ; 199 ; 33.111.893 ; 2.114 ; 88.177.144 ; 16.632 ; 119.041.894 ;;
71;04.062.902;OZ CORRETORA DE CÂMBIO S.A.; 44 ; 832.328 ; 490 ; 10.776.915 ; 334 ; 6.366.972 ; 414 ; 30.702.268 ; 1.282 ; 48.678.483 ; 790 ; 46.107.703 ; 243 ; 11.821.865 ; 1.033 ; 57.929.568 ; 2.315 ; 106.608.051 ;;
72;60.889.128;BANCO SOFISA S.A.; 207 ; 38.151.620 ; 159 ; 16.409.686 ; 21 ; 3.789.592 ; 128 ; 8.078.917 ; 515 ; 66.429.815 ; 12 ; 1.082.999 ; 13 ; 34.341.678 ; 25 ; 35.424.677 ; 540 ; 101.854.492 ;;
73;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 82 ; 1.626.088 ; 882 ; 19.644.471 ; 6.832 ; 9.819.341 ; 14.616 ; 25.648.204 ; 22.412 ; 56.738.104 ; 2.928 ; 38.866.967 ; 106 ; 5.131.849 ; 3.034 ; 43.998.816 ; 25.446 ; 100.736.920 ;;
74;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 15 ; 7.996.641 ; 27 ; 6.673.009 ; 28 ; 7.854.799 ; 67 ; 17.303.943 ; 137 ; 39.828.392 ; 6 ; 30.323.154 ; 5 ; 21.323.579 ; 11 ; 51.646.733 ; 148 ; 91.475.125 ;;
75;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 61 ; 1.168.854 ; 470 ; 5.781.477 ; 14.277 ; 16.945.477 ; 46.352 ; 32.898.956 ; 61.160 ; 56.794.764 ; 968 ; 26.418.406 ; 71 ; 5.616.249 ; 1.039 ; 32.034.655 ; 62.199 ; 88.829.419 ;;
76;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 127 ; 3.653.643 ; 975 ; 30.488.975 ; 477 ; 6.514.093 ; 900 ; 6.781.663 ; 2.479 ; 47.438.374 ; 414 ; 33.279.439 ; 61 ; 6.179.592 ; 475 ; 39.459.031 ; 2.954 ; 86.897.405 ;;
77;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; 4 ; 2.406 ; 126 ; 478.608 ; 27.704 ; 10.751.218 ; 44.795 ; 35.640.240 ; 72.629 ; 46.872.472 ; 2.221 ; 28.399.146 ; 871 ; 2.442.233 ; 3.092 ; 30.841.379 ; 75.721 ; 77.713.851 ;;
78;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 12 ; 2.175.540 ; 63 ; 6.105.060 ; 55 ; 12.102.929 ; 123 ; 14.072.270 ; 253 ; 34.455.799 ; 54 ; 25.737.601 ; 24 ; 15.317.530 ; 78 ; 41.055.131 ; 331 ; 75.510.930 ;;
79;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 47 ; 1.643.156 ; 795 ; 24.772.089 ; 200 ; 2.473.936 ; 580 ; 8.934.876 ; 1.622 ; 37.824.057 ; 1.039 ; 33.481.732 ; 152 ; 3.891.803 ; 1.191 ; 37.373.535 ; 2.813 ; 75.197.592 ;;
