Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Abr/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
79;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 71 ; 25.685.037 ; 2 ; 103.374 ; 16 ; 294.045 ; 32 ; 407.115 ; 121 ; 26.489.572 ; 70 ; 74.720.000 ; 99 ; 100.900.000 ; 169 ; 175.620.000 ; 290 ; 202.109.572 ;
80;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 26 ; 362.480 ; 295 ; 7.250.266 ; 451 ; 1.492.908 ; 1.714 ; 10.954.216 ; 2.486 ; 20.059.870 ; 1.740 ; 97.758.758 ; 334 ; 81.477.317 ; 2.074 ; 179.236.075 ; 4.560 ; 199.295.946 ;
81;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 7 ; 1.788.662 ; 43 ; 21.635.104 ; 172 ; 76.162.219 ; 927 ; 40.409.004 ; 1.149 ; 139.994.989 ; 41 ; 16.176.211 ; 30 ; 32.069.050 ; 71 ; 48.245.261 ; 1.220 ; 188.240.250 ;
82;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 9 ; 182.499 ; 19 ; 532.506 ; 161 ; 77.661.404 ; 98 ; 56.518.988 ; 287 ; 134.895.396 ; 40 ; 15.655.190 ; 59 ; 36.561.267 ; 99 ; 52.216.457 ; 386 ; 187.111.853 ;
83;92.894.922;BANCO ORIGINAL S.A.; 41 ; 65.991.424 ; 291 ; 41.487.516 ; 96 ; 641.442 ; 754 ; 13.203.266 ; 1.182 ; 121.323.647 ; 48 ; 26.518.814 ; 25 ; 35.380.286 ; 73 ; 61.899.101 ; 1.255 ; 183.222.747 ;
84;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 29 ; 275.732 ; 1.199 ; 55.006.708 ; 281 ; 1.961.897 ; 2.637 ; 30.599.619 ; 4.146 ; 87.843.956 ; 2.455 ; 88.772.717 ; 62 ; 5.384.116 ; 2.517 ; 94.156.834 ; 6.663 ; 182.000.790 ;
85;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 84 ; 3.284.230 ; 1.994 ; 52.198.474 ; 1.136 ; 8.793.522 ; 3.455 ; 29.243.494 ; 6.669 ; 93.519.721 ; 2.109 ; 73.811.452 ; 199 ; 4.449.760 ; 2.308 ; 78.261.212 ; 8.977 ; 171.780.933 ;
86;61.024.352;BANCO INDUSVAL S.A.; 185 ; 35.242.027 ; 239 ; 16.372.441 ; 66 ; 2.932.315 ; 327 ; 22.767.503 ; 817 ; 77.314.286 ; 72 ; 37.957.202 ; 67 ; 53.609.738 ; 139 ; 91.566.940 ; 956 ; 168.881.226 ;
87;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 285 ; 42.397.767 ; 402 ; 25.383.510 ; 281 ; 1.954.699 ; 226 ; 13.390.820 ; 1.194 ; 83.126.797 ; 210 ; 39.935.625 ; 116 ; 43.764.127 ; 326 ; 83.699.752 ; 1.520 ; 166.826.549 ;
88;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 165 ; 3.242.769 ; 2.446 ; 44.730.888 ; 650 ; 11.438.447 ; 2.622 ; 23.699.093 ; 5.883 ; 83.111.198 ; 1.580 ; 60.005.750 ; 93 ; 6.251.657 ; 1.673 ; 66.257.407 ; 7.556 ; 149.368.604 ;
89;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 32 ; 25.126.384 ; 7 ; 5.040.957 ; 13 ; 37.755.677 ; 112 ; 3.020.723 ; 164 ; 70.943.741 ; 15 ; 9.175.774 ; 23 ; 65.129.059 ; 38 ; 74.304.833 ; 202 ; 145.248.574 ;
90;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 4 ; 50.168 ; 142 ; 3.141.901 ; 1.453 ; 7.554.121 ; 5.306 ; 50.969.934 ; 6.905 ; 61.716.124 ; 3.147 ; 64.152.115 ; 240 ; 17.614.042 ; 3.387 ; 81.766.157 ; 10.292 ; 143.482.281 ;
91;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 27 ; 20.992.507 ; 24 ; 8.304.304 ; 14 ; 16.747.834 ; 28 ; 19.531.122 ; 93 ; 65.575.767 ; 22 ; 23.562.568 ; 31 ; 33.357.492 ; 53 ; 56.920.060 ; 146 ; 122.495.827 ;
92;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 531 ; 2.767.103 ; 1.981 ; 60.188.570 ; 2.512 ; 62.955.672 ; 2.271 ; 57.510.041 ; 15 ; 59.648 ; 2.286 ; 57.569.690 ; 4.798 ; 120.525.362 ;
93;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 12 ; 104.134 ; 562 ; 4.908.294 ; 1.339 ; 35.386.861 ; 1.913 ; 40.399.289 ; 3.301 ; 54.402.299 ; 235 ; 23.829.594 ; 3.536 ; 78.231.892 ; 5.449 ; 118.631.181 ;
94;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 10 ; 141.130 ; 177 ; 1.666.672 ; 555 ; 52.079.215 ; 742 ; 53.887.016 ; 3.218 ; 50.914.936 ; 11 ; 330.657 ; 3.229 ; 51.245.593 ; 3.971 ; 105.132.610 ;
95;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 89 ; 1.283.740 ; 1.097 ; 21.922.960 ; 377 ; 3.388.455 ; 2.022 ; 25.249.190 ; 3.585 ; 51.844.346 ; 4.766 ; 45.134.007 ; 172 ; 2.634.131 ; 4.938 ; 47.768.138 ; 8.523 ; 99.612.483 ;
96;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 3 ; 67.403 ; 567 ; 14.227.843 ; 58 ; 109.202 ; 2.235 ; 28.975.840 ; 2.863 ; 43.380.287 ; 1.864 ; 49.468.252 ; 55 ; 6.459.545 ; 1.919 ; 55.927.798 ; 4.782 ; 99.308.085 ;
97;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 72 ; 1.268.362 ; 877 ; 22.033.812 ; 605 ; 5.651.293 ; 2.995 ; 26.465.898 ; 4.549 ; 55.419.365 ; 3.320 ; 42.026.804 ; 20 ; 168.268 ; 3.340 ; 42.195.072 ; 7.889 ; 97.614.436 ;
98;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 58 ; 1.462.453 ; 1.816 ; 6.457.508 ; 3.769 ; 44.399.727 ; 5.643 ; 52.319.688 ; 2.313 ; 39.712.352 ; 11 ; 278.573 ; 2.324 ; 39.990.926 ; 7.967 ; 92.310.614 ;
99;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 3 ; 27.284 ; 11 ; 95.418 ; 592 ; 7.424.056 ; 1.253 ; 14.650.685 ; 1.859 ; 22.197.443 ; 689 ; 37.529.626 ; 223 ; 30.243.672 ; 912 ; 67.773.298 ; 2.771 ; 89.970.741 ;
100;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 52 ; 5.835.845 ; 60 ; 1.441.970 ; 14 ; 5.374.755 ; 74 ; 14.488.176 ; 200 ; 27.140.746 ; 26 ; 31.607.598 ; 25 ; 26.814.853 ; 51 ; 58.422.451 ; 251 ; 85.563.197 ;
101;59.285.411;BANCO PAN S.A.; 10 ; 2.151.950 ;;; 39 ; 4.725.178 ; 132 ; 24.012.413 ; 181 ; 30.889.542 ; 3 ; 22.121.434 ; 15 ; 29.850.000 ; 18 ; 51.971.434 ; 199 ; 82.860.976 ;
102;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 3 ; 40.051 ; 124 ; 1.896.504 ; 2.150 ; 4.807.572 ; 3.836 ; 21.842.446 ; 6.113 ; 28.586.574 ; 1.786 ; 36.212.318 ; 140 ; 17.286.599 ; 1.926 ; 53.498.917 ; 8.039 ; 82.085.491 ;
103;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 8 ; 22.282 ; 467 ; 15.457.155 ; 572 ; 5.412.543 ; 5.266 ; 13.660.965 ; 6.313 ; 34.552.944 ; 1.225 ; 29.380.471 ; 175 ; 6.241.816 ; 1.400 ; 35.622.287 ; 7.713 ; 70.175.231 ;
104;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 40 ; 678.412 ; 113 ; 356.926 ; 311 ; 33.625.138 ; 464 ; 34.660.475 ; 1.401 ; 34.120.019 ; 6 ; 132.193 ; 1.407 ; 34.252.211 ; 1.871 ; 68.912.687 ;
105;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 79 ; 2.599.926 ; 630 ; 18.399.546 ; 394 ; 2.399.341 ; 1.422 ; 9.728.079 ; 2.525 ; 33.126.893 ; 1.297 ; 25.974.231 ; 113 ; 2.862.287 ; 1.410 ; 28.836.518 ; 3.935 ; 61.963.411 ;
106;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 70 ; 997.490 ; 507 ; 11.279.996 ; 609 ; 5.823.250 ; 1.783 ; 18.186.630 ; 2.969 ; 36.287.365 ; 1.450 ; 24.146.874 ; 21 ; 1.430.830 ; 1.471 ; 25.577.703 ; 4.440 ; 61.865.068 ;
107;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 2 ; 62.848 ; 214 ; 5.767.143 ; 803 ; 4.837.784 ; 1.479 ; 15.056.068 ; 2.498 ; 25.723.844 ; 1.271 ; 24.227.406 ; 192 ; 8.284.771 ; 1.463 ; 32.512.178 ; 3.961 ; 58.236.022 ;
108;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 20 ; 993.256 ; 10 ; 1.738.456 ; 109 ; 2.903.949 ; 180 ; 11.181.629 ; 319 ; 16.817.289 ; 74 ; 12.409.303 ; 21 ; 25.616.780 ; 95 ; 38.026.083 ; 414 ; 54.843.373 ;
109;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 11 ; 291.321 ; 342 ; 7.535.105 ; 109 ; 1.494.151 ; 2.545 ; 12.618.230 ; 3.007 ; 21.938.808 ; 1.703 ; 20.463.434 ; 80 ; 2.096.309 ; 1.783 ; 22.559.743 ; 4.790 ; 44.498.551 ;
110;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 5 ; 303.117 ; 158 ; 2.870.013 ; 209 ; 9.285.334 ; 1.184 ; 15.214.738 ; 1.556 ; 27.673.203 ; 439 ; 12.474.091 ; 83 ; 3.966.096 ; 522 ; 16.440.187 ; 2.078 ; 44.113.390 ;
111;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 187 ; 697.501 ; 1.251 ; 21.379.325 ; 1.438 ; 22.076.826 ; 2.402 ; 21.143.974 ; 38 ; 463.514 ; 2.440 ; 21.607.488 ; 3.878 ; 43.684.313 ;
112;33.042.151;BANCO DE LA NACION ARGENTINA; 19 ; 6.147.629 ; 22 ; 2.272.406 ; 1.420 ; 2.045.337 ; 362 ; 792.056 ; 1.823 ; 11.257.428 ; 30 ; 13.406.615 ; 39 ; 18.548.515 ; 69 ; 31.955.129 ; 1.892 ; 43.212.558 ;
113;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 64 ; 195.225 ; 162 ; 2.394.513 ; 1.950 ; 2.707.707 ; 7.506 ; 14.958.482 ; 9.682 ; 20.255.927 ; 1.119 ; 18.513.280 ; 62 ; 4.032.702 ; 1.181 ; 22.545.982 ; 10.863 ; 42.801.909 ;
114;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 103 ; 2.194.654 ; 129 ; 627.204 ; 525 ; 17.828.029 ; 757 ; 20.649.887 ; 998 ; 20.067.396 ; 16 ; 556.610 ; 1.014 ; 20.624.006 ; 1.771 ; 41.273.893 ;
115;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 58 ; 2.055.773 ; 259 ; 5.803.677 ; 1.660 ; 15.708.598 ; 1.977 ; 23.568.048 ; 26 ; 13.508.194 ; 6 ; 3.816.413 ; 32 ; 17.324.607 ; 2.009 ; 40.892.654 ;
116;04.902.979;BANCO DA AMAZONIA S.A.; 186 ; 15.434.342 ; 67 ; 2.750.305 ; 79 ; 1.247.653 ; 215 ; 1.514.744 ; 547 ; 20.947.044 ; 21 ; 3.731.774 ; 95 ; 16.161.318 ; 116 ; 19.893.092 ; 663 ; 40.840.136 ;
117;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 514 ; 2.252.518 ; 1.167 ; 18.384.978 ; 1.681 ; 20.637.496 ; 935 ; 16.253.320 ; 15 ; 113.150 ; 950 ; 16.366.470 ; 2.631 ; 37.003.966 ;
118;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 7 ; 79.708 ; 24 ; 206.500 ; 894 ; 2.488.010 ; 2.072 ; 16.984.825 ; 2.997 ; 19.759.043 ; 1.314 ; 14.583.795 ; 9 ; 127.573 ; 1.323 ; 14.711.368 ; 4.320 ; 34.470.411 ;
119;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 3 ; 300.000 ; 128 ; 1.757.466 ; 163 ; 2.566.961 ; 2.226 ; 13.087.858 ; 2.520 ; 17.712.285 ; 650 ; 14.295.749 ; 54 ; 2.310.032 ; 704 ; 16.605.781 ; 3.224 ; 34.318.067 ;
120;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 28 ; 820.841 ; 320 ; 13.877.002 ; 54 ; 654.854 ; 562 ; 1.311.470 ; 964 ; 16.664.168 ; 550 ; 15.644.870 ; 72 ; 1.932.237 ; 622 ; 17.577.106 ; 1.586 ; 34.241.274 ;
121;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 4 ; 75.947 ; 520 ; 2.113.524 ; 1.723 ; 16.237.790 ; 2.247 ; 18.427.261 ; 900 ; 14.100.843 ; 54 ; 201.934 ; 954 ; 14.302.777 ; 3.201 ; 32.730.038 ;
122;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 2 ; 137.224 ; 2.447 ; 16.022.306 ; 64 ; 70.899 ; 2.513 ; 16.230.428 ; 9 ; 36.268 ; 149 ; 15.850.779 ; 158 ; 15.887.047 ; 2.671 ; 32.117.475 ;
123;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 14 ; 377.037 ; 367 ; 14.692.727 ; 381 ; 15.069.764 ; 329 ; 14.481.399 ; 7 ; 156.291 ; 336 ; 14.637.689 ; 717 ; 29.707.453 ;
124;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 10 ; 84.836 ; 130 ; 3.673.792 ; 507 ; 3.033.467 ; 1.322 ; 9.620.607 ; 1.969 ; 16.412.702 ; 1.073 ; 11.412.231 ; 131 ; 1.222.537 ; 1.204 ; 12.634.768 ; 3.173 ; 29.047.470 ;
125;07.679.404;BANCO TOPÁZIO S.A.; 5 ; 2.693.652 ; 56 ; 3.672.242 ; 140 ; 2.604.412 ; 284 ; 6.799.809 ; 485 ; 15.770.115 ; 39 ; 9.158.388 ; 15 ; 3.970.126 ; 54 ; 13.128.514 ; 539 ; 28.898.630 ;
126;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 7.225 ; 2.501.720 ; 12.674 ; 10.644.529 ; 19.899 ; 13.146.249 ; 238 ; 8.043.440 ; 1 ; 31.004 ; 239 ; 8.074.444 ; 20.138 ; 21.220.693 ;
127;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 739 ; 6.643.526 ; 985 ; 9.491.326 ; 1.724 ; 16.134.853 ; 1.140 ; 3.724.040 ; 49 ; 879.880 ; 1.189 ; 4.603.920 ; 2.913 ; 20.738.773 ;
128;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 7.300 ; 391 ; 1.068.597 ; 775 ; 9.858.146 ; 1.167 ; 10.934.042 ; 637 ; 8.873.533 ; 25 ; 81.664 ; 662 ; 8.955.197 ; 1.829 ; 19.889.239 ;
129;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 6 ; 66.137 ; 35 ; 795.283 ; 124 ; 1.409.160 ; 880 ; 8.646.486 ; 1.045 ; 10.917.066 ; 449 ; 8.433.092 ; 45 ; 466.002 ; 494 ; 8.899.094 ; 1.539 ; 19.816.160 ;
130;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 1.252 ; 1.697.240 ; 4.945 ; 10.038.398 ; 6.197 ; 11.735.638 ; 164 ; 7.776.433 ;;; 164 ; 7.776.433 ; 6.361 ; 19.512.071 ;
131;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 646 ; 5.956.838 ; 765 ; 7.679.146 ; 1.411 ; 13.635.984 ; 321 ; 2.918.960 ; 72 ; 1.302.464 ; 393 ; 4.221.424 ; 1.804 ; 17.857.408 ;
132;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 109 ; 157.383 ; 911 ; 7.082.214 ; 1.020 ; 7.239.597 ; 1.174 ; 7.358.844 ; 10 ; 422.483 ; 1.184 ; 7.781.327 ; 2.204 ; 15.020.925 ;
133;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 2 ; 4.520 ; 1.936 ; 1.009.194 ; 6.679 ; 6.617.234 ; 8.617 ; 7.630.947 ; 305 ; 5.854.431 ; 12 ; 203.989 ; 317 ; 6.058.420 ; 8.934 ; 13.689.367 ;
134;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 84.587 ; 21 ; 225.480 ; 483 ; 332.511 ; 3.647 ; 6.577.608 ; 4.154 ; 7.220.186 ; 910 ; 6.206.152 ; 5 ; 33.512 ; 915 ; 6.239.664 ; 5.069 ; 13.459.850 ;
135;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 585 ; 2.380.808 ; 808 ; 5.237.785 ; 1.393 ; 7.618.593 ; 244 ; 3.191.344 ; 6 ; 255.000 ; 250 ; 3.446.344 ; 1.643 ; 11.064.937 ;
136;14.388.334;PARANÁ BANCO S.A.; 11 ; 1.582.673 ; 4 ; 2.046.795 ;;; 20 ; 98.348 ; 35 ; 3.727.816 ; 1 ; 2.500.000 ; 7 ; 4.800.000 ; 8 ; 7.300.000 ; 43 ; 11.027.816 ;
137;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 68 ; 516.033 ; 22 ; 323.810 ; 363 ; 1.809.286 ; 1.706 ; 3.855.223 ; 2.159 ; 6.504.352 ; 318 ; 2.891.928 ; 50 ; 1.040.345 ; 368 ; 3.932.273 ; 2.527 ; 10.436.625 ;
138;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 489 ; 1.871.989 ; 881 ; 4.853.310 ; 1.370 ; 6.725.299 ; 325 ; 3.013.844 ;;; 325 ; 3.013.844 ; 1.695 ; 9.739.144 ;
139;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 441 ; 1.480.247 ; 635 ; 4.224.869 ; 1.076 ; 5.705.116 ; 308 ; 2.775.002 ; 1 ; 20.000 ; 309 ; 2.795.002 ; 1.385 ; 8.500.118 ;
140;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 1 ; 1.633 ; 56 ; 2.180.694 ; 36 ; 437.034 ; 285 ; 1.327.499 ; 378 ; 3.946.861 ; 291 ; 3.551.425 ; 25 ; 425.870 ; 316 ; 3.977.295 ; 694 ; 7.924.156 ;
141;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 19 ; 405.483 ; 50 ; 1.171.136 ; 8 ; 60.278 ; 142 ; 2.318.561 ; 219 ; 3.955.458 ; 94 ; 3.438.035 ; 19 ; 430.069 ; 113 ; 3.868.104 ; 332 ; 7.823.562 ;
142;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 48 ; 2.471.626 ; 4 ; 74.747 ; 45 ; 430.959 ; 324 ; 1.037.552 ; 421 ; 4.014.883 ; 47 ; 1.045.648 ; 37 ; 2.743.321 ; 84 ; 3.788.968 ; 505 ; 7.803.852 ;
143;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 3.732 ; 1.492.150 ; 4.324 ; 3.276.070 ; 8.056 ; 4.768.220 ; 219 ; 2.018.276 ; 14 ; 225.184 ; 233 ; 2.243.460 ; 8.289 ; 7.011.680 ;
144;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 429 ; 202.549 ; 486 ; 1.223.695 ; 915 ; 1.426.244 ; 129 ; 3.263.961 ; 55 ; 2.242.000 ; 184 ; 5.505.961 ; 1.099 ; 6.932.204 ;
145;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 900 ; 2.979.024 ; 893 ; 3.136.171 ; 1.793 ; 6.115.194 ; 96 ; 380.954 ; 26 ; 364.726 ; 122 ; 745.681 ; 1.915 ; 6.860.875 ;
146;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 360 ; 2.230.110 ; 464 ; 3.180.772 ; 824 ; 5.410.881 ; 148 ; 1.104.143 ; 21 ; 168.432 ; 169 ; 1.272.576 ; 993 ; 6.683.457 ;
147;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 72 ; 120.539 ; 431 ; 3.310.289 ; 503 ; 3.430.828 ; 511 ; 3.200.153 ; 14 ; 9.196 ; 525 ; 3.209.348 ; 1.028 ; 6.640.176 ;
148;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 4 ; 545.577 ; 151 ; 502.498 ; 25 ; 1.997.884 ; 180 ; 3.045.960 ; 6 ; 3.320.000 ; 1 ; 200.000 ; 7 ; 3.520.000 ; 187 ; 6.565.960 ;
149;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 1 ; 277 ; 230 ; 203.283 ; 1.913 ; 2.691.515 ; 2.144 ; 2.895.076 ; 307 ; 2.564.213 ; 5 ; 39.547 ; 312 ; 2.603.760 ; 2.456 ; 5.498.835 ;
150;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 3.532 ; 1.302.115 ; 3.519 ; 2.689.275 ; 7.051 ; 3.991.389 ; 108 ; 1.372.355 ;;; 108 ; 1.372.355 ; 7.159 ; 5.363.744 ;
151;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;;; 9 ; 454.345 ; 132 ; 1.639.397 ; 476 ; 717.697 ; 617 ; 2.811.439 ; 207 ; 1.013.789 ; 66 ; 1.488.345 ; 273 ; 2.502.134 ; 890 ; 5.313.573 ;
152;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;; 9 ; 171.159 ; 28 ; 24.468 ; 37 ; 195.628 ;;; 3 ; 4.468.570 ; 3 ; 4.468.570 ; 40 ; 4.664.198 ;
153;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 9 ; 94.481 ; 22 ; 370.990 ; 31 ; 1.213.188 ; 69 ; 1.438.957 ; 131 ; 3.117.616 ; 1 ; 1.000.000 ; 1 ; 500.000 ; 2 ; 1.500.000 ; 133 ; 4.617.616 ;
154;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 216 ; 184.670 ; 1.491 ; 2.272.605 ; 1.707 ; 2.457.275 ; 238 ; 2.085.783 ;;; 238 ; 2.085.783 ; 1.945 ; 4.543.058 ;
155;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;;;; 507 ; 1.247.867 ; 694 ; 2.218.987 ; 1.201 ; 3.466.854 ; 228 ; 990.589 ; 1 ; 6.442 ; 229 ; 997.031 ; 1.430 ; 4.463.885 ;
156;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 2 ; 58.017 ; 27 ; 200.304 ; 298 ; 1.728.990 ; 327 ; 1.987.311 ; 362 ; 1.759.119 ; 15 ; 172.408 ; 377 ; 1.931.528 ; 704 ; 3.918.839 ;
157;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 307 ; 140.008 ; 956 ; 1.959.174 ; 1.263 ; 2.099.182 ; 150 ; 1.774.307 ;;; 150 ; 1.774.307 ; 1.413 ; 3.873.490 ;
158;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 1 ; 14.910 ; 26 ; 204.506 ; 25 ; 200.994 ; 140 ; 1.458.419 ; 192 ; 1.878.830 ; 132 ; 1.564.354 ; 11 ; 121.074 ; 143 ; 1.685.429 ; 335 ; 3.564.259 ;
159;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 486 ; 227.456 ; 1.673 ; 1.653.106 ; 2.159 ; 1.880.562 ; 533 ; 1.412.997 ; 1 ; 7.000 ; 534 ; 1.419.997 ; 2.693 ; 3.300.558 ;
160;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 24.457 ; 51 ; 864.682 ; 405 ; 808.235 ; 457 ; 1.697.374 ; 133 ; 722.815 ; 13 ; 803.521 ; 146 ; 1.526.336 ; 603 ; 3.223.710 ;
161;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 34.786 ; 65 ; 523.090 ; 36 ; 387.497 ; 130 ; 472.550 ; 234 ; 1.417.923 ; 42 ; 953.957 ; 70 ; 569.881 ; 112 ; 1.523.838 ; 346 ; 2.941.761 ;
162;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 7 ; 455.702 ; 11 ; 327.597 ; 18 ; 783.299 ;;; 2 ; 1.500.000 ; 2 ; 1.500.000 ; 20 ; 2.283.299 ;
163;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 65 ; 56.338 ; 610 ; 1.130.065 ; 675 ; 1.186.403 ; 203 ; 1.069.255 ;;; 203 ; 1.069.255 ; 878 ; 2.255.659 ;
164;00.416.968;BANCO INTERMEDIUM S/A;;;;; 2 ; 100 ; 3 ; 500.100 ; 5 ; 500.200 ; 2 ; 1.500.000 ;;; 2 ; 1.500.000 ; 7 ; 2.000.200 ;
165;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 3.039 ; 138 ; 165.516 ; 241 ; 690.951 ; 380 ; 859.507 ; 105 ; 544.022 ;;; 105 ; 544.022 ; 485 ; 1.403.528 ;
